FEEDER #1 P80;;FEEDER #2 P80;FEEDER #3 P80;NEW FEED BELT SCALE;NEW FEED P80;PEBBLE PRODUCT F80;;SM. PROC WATER FLOW;SM Total Feed Rate (Tonnage);Motor 1 Torque Real;Mill Power;SM Main Bearing FE (RHS) Pressure;SM Main Bearing DE (RHS) Pressure;Mill Speed Actual;SAG Mill Motors;SAG % Critical Speed;SAG Microphone #1;SAG PMD % Sound;CV2 Camera Pebbles;;SAG SCRN MOT CUR;PEB CRUSHER POWER;PEB CV #1 BELT SCALE;PEBBLE CRUSHER GAP;PEB CV #6 WEIGHTOMETER
21-12-2018 05:30;1.777357;1.910293;2.474225;1799.387;1.972285;15.47184;;1567.022;2175.72;94.771;13061;7358.65;6597.918;10.487;104;78.75141;105.5644;75.08753;32.15588;;34.86245;340.5576;293.6094;13.96001;0.8014038
21-12-2018 05:40;1.859053;1.957686;2.433771;1799.071;2.014885;15.59696;;1564.385;2171.28;94.765;13065;7354.736;6587.271;10.483;104;78.76643;105.2055;74.4275;32.15588;;34.58802;323.3857;290.6904;13.96001;0.8014038
21-12-2018 05:50;1.805207;1.956003;2.4405;1805.901;1.995405;15.67068;;1564.746;2178.334;94.888;13065;7351.959;6573.763;10.487;104;78.7439;105.286;74.97179;32.15588;;34.5517;337.9702;293.9982;13.96001;0.8073548
21-12-2018 06:00;1.921116;2.012921;2.489237;1798.947;2.07234;15.84801;;1562.328;2176.544;95.079;13088;7351.496;6603.137;10.482;104;78.72138;105.3056;74.28235;32.15588;;34.46761;334.6761;294.4713;13.96001;0.8073548
21-12-2018 06:10;1.704117;2.024352;2.377529;1797.111;1.986551;16.05794;;1564.776;2173.486;95.147;13084;7360.838;6597.624;10.481;104;78.72889;105.5781;75.06024;32.2398;;34.65175;339.4626;300.1227;13.96001;0.8053712
21-12-2018 06:20;1.905751;1.981005;2.387385;1805.264;2.031955;16.20602;;1567.303;2178.86;95.085;13105;7367.404;6578.645;10.481;104;78.69135;105.3983;74.24214;32.24228;;34.84607;343.2621;296.8537;13.96001;0.8033875
21-12-2018 06:30;1.75695;2.016606;2.362824;1806.574;2.000955;16.19092;;1571.325;2192.68;95.127;13118;7365.089;6589.712;10.487;104;78.75892;105.1557;73.64019;32.22377;;34.81416;347.8709;298.7679;13.96001;0.8053712
21-12-2018 06:40;1.979154;2.056047;2.370637;1818.119;2.089852;16.04341;;1536.388;2203.058;95.358;13147;7372.496;6567.24;10.482;104;78.72138;105.5204;70.65619;32.22377;;35.05824;361.5638;306.2156;13.96001;0.8073548
21-12-2018 06:50;2.100646;2.017575;2.344826;1847.526;2.105572;15.75002;;1549.169;2248.391;95.543;13162;7375.694;6589.796;10.493;104;78.70636;105.2509;68.32986;32.22377;;35.71385;402.7722;325.7677;13.96001;0.8014038
21-12-2018 07:00;2.186065;2.10018;2.348282;1856.732;2.176251;15.36403;;1557.745;2260.659;95.829;13193;7383.69;6602.674;10.481;104;78.75892;104.8258;65.72749;32.23788;;35.53087;404.0632;325.9938;13.96001;0.8073548
21-12-2018 07:10;2.082439;2.022655;2.364323;1867.269;2.105558;15.20085;;1573.431;2293.394;95.695;13200;7405.657;6615.215;10.481;104;78.68384;104.5798;64.78558;32.21356;;36.26585;442.1167;347.3253;13.96001;0.8093385
21-12-2018 07:20;1.984431;2.027491;2.405834;1869.013;2.080913;14.94299;;1584.594;2292.973;95.817;13210;7384.068;6594.173;10.483;104;78.72138;104.3369;64.3604;32.21734;;35.96875;450.3694;340.8654;13.96001;0.8073548
21-12-2018 07:30;2.001968;2.037974;2.428806;1873.692;2.095057;15.24578;;1578.656;2299.483;95.73;13194;7389.666;6609.912;10.49;104;78.7364;104.9235;63.60337;32.22722;;35.9234;425.2744;336.9397;13.96001;0.8113222
21-12-2018 07:40;2.078489;2.048431;2.436858;1866.221;2.129959;15.28057;;1581.384;2294.53;95.627;13179;7383.9;6612.774;10.488;104;78.71387;104.4514;63.93331;32.19623;;36.2523;440.4358;344.6959;13.96001;0.8053712
21-12-2018 07:50;1.654242;2.030411;2.472907;1875.358;1.992198;15.53948;;1568.121;2296.828;95.582;13163;7373.169;6614.499;10.482;104;78.72138;104.9043;65.85716;32.06708;;35.9909;435.8892;334.6446;13.96001;0.8093385
21-12-2018 08:00;1.94252;2.021612;2.501812;1876.054;2.08824;16.05031;;1522.625;2299.693;95.927;13216;7383.647;6595.352;10.483;104;78.7364;104.9723;64.01866;32.02071;;36.04895;421.8705;338.85;13.96001;0.8014038
21-12-2018 08:10;1.931308;2.116294;2.485578;1815.866;2.123487;16.12091;;1503.551;2246.249;96.099;13235;7395.641;6634.615;10.486;104;78.76643;105.0642;64.2625;32.06411;;36.11173;445.8558;344.1246;13.96001;0.8113222
21-12-2018 08:20;2.024218;2.137566;2.461395;1753.06;2.159473;17.4987;;1447.837;2174.113;96.152;13242;7383.942;6614.247;10.486;104;78.72889;105.3266;65.35418;32.05684;;35.37613;372.8908;313.3509;13.96001;0.8053712
21-12-2018 08:30;2.083344;2.312453;2.478;1585.763;2.255683;18.61;;1361.031;1927.333;96.071;13235;7372.958;6568.376;10.489;104;78.70636;105.6907;70.28543;32.14446;;34.56829;284.6143;284.1661;13.85921;52.85893
21-12-2018 08:40;2.058848;2.17768;2.519998;1541.401;2.188612;18.45415;;1254.658;1843.465;95.45;13161;7333.737;6525.747;10.493;104;78.72138;106.5306;78.57349;32.16023;;33.63468;250.8528;246.0816;12.95201;19.78714
21-12-2018 08:50;2.061595;2.140894;2.495977;1563.832;2.168314;18.63089;;1251.215;1904.981;95.387;13145;7338.324;6571.364;10.48;104;78.75141;106.2257;76.65631;32.16023;;34.18174;269.94;258.2147;12.95201;0.8053712
21-12-2018 09:00;2.025515;2.065871;2.366717;1644.5;2.106952;19.93105;;1309.487;1981.094;95.398;13137;7346.909;6554.826;10.494;104;78.7364;106.0377;75.30847;32.16023;;34.49134;239.9194;270.7208;12.44801;0.8033875
21-12-2018 09:10;2.141918;2.115091;2.390358;1709.558;2.177391;18.38391;;1446.098;2065.846;95.582;13176;7346.362;6542.832;10.48;104;78.72138;105.4304;72.59191;32.16023;;34.47968;343.5569;277.7519;12.11201;0.8014038
21-12-2018 09:20;2.111297;2.08663;2.430241;1783.269;2.165147;18.61202;;1574.133;2149.146;95.464;13141;7357.641;6565.894;10.485;104;78.69135;105.0217;69.50742;32.15374;;34.83883;377.1664;296.6166;12.11201;0.7954528
21-12-2018 09:30;2.086201;2.040612;2.397226;1831.536;2.124762;18.51582;;1681.398;2201.318;95.336;13118;7365.973;6596.993;10.483;104;78.7439;104.9564;70.12463;32.14726;;34.78172;403.8508;300.7248;12.11201;0.7994201
21-12-2018 09:40;1.812632;2.033719;2.41522;1858.485;2.011631;18.75728;;1800.76;2254.562;95.163;13148;7363.742;6603.852;10.481;104;78.7439;104.3345;68.0938;32.19402;;34.88659;420.6454;312.9045;12.11201;0.7954528
21-12-2018 09:50;2.054315;2.023395;2.462042;1884.852;2.121625;18.0763;;1814.218;2288.597;95.272;13115;7373.085;6595.688;10.482;104;78.6463;104.1904;66.64365;32.22519;;35.12795;446.006;322.1306;12.11201;0.8014038
21-12-2018 10:00;1.875366;1.990975;2.456563;1877.157;2.027097;18.25712;;1850.687;2283.323;95.134;13102;7391.812;6652.752;10.49;104;78.69885;103.9896;64.41392;32.23661;;34.91662;446.2147;312.3184;12.11201;0.7954528
21-12-2018 10:10;1.964221;2.055512;2.481636;1864.06;2.094202;18.49503;;1845.512;2261.854;95.739;13194;7408.435;6641.138;10.476;104;78.72137;103.6396;60.8442;32.3394;;34.82087;446.1762;320.8749;12.11201;0.78851
21-12-2018 10:20;2.036389;2.059243;2.499431;1803.177;2.130672;18.33744;;1818.46;2215.303;95.666;13183;7409.949;6653.258;10.485;104;78.71387;103.8413;59.78104;32.3394;;34.91525;443.1403;329.6537;12.11201;0.7954528
21-12-2018 10:30;1.729802;2.17644;2.550526;1815.734;2.054753;18.61248;;1789.188;2214.639;95.781;13202;7392.401;6613.321;10.48;104;78.72138;104.8685;64.75688;32.3394;;34.78949;436.8194;313.8071;12.11201;0.7994201
21-12-2018 10:40;1.771797;2.280874;2.552269;1852.451;2.109399;18.59447;;1808.963;2254.461;96.332;13272;7404.353;6605.157;10.491;104;78.65381;103.9893;61.37026;32.3394;;34.82812;438.9178;322.6553;12.11201;0.7904936
21-12-2018 10:50;1.903453;2.28575;2.576304;1713.065;2.171933;18.75614;;1772.36;2135.583;96.702;13314;7413.358;6637.392;10.484;104;78.72889;104.2948;58.93517;32.3394;;34.67978;429.6123;315.4099;12.11201;0.7845426
21-12-2018 11:00;1.957494;2.210004;2.521544;1596.69;2.15719;18.85756;;1622.815;1988.634;95.705;13195;7355.578;6548.724;10.487;104;78.7364;105.0297;70.93822;32.3394;;34.14259;426.7741;284.4756;12.11201;0.7974365
21-12-2018 11:10;1.94353;2.202138;2.540503;1686.999;2.155;19.71972;;1650.788;2043.813;95.755;13190;7345.016;6572.963;10.481;104;78.67633;105.2198;73.5276;32.57534;;33.92328;329.897;275.6422;12.11201;0.7954528
21-12-2018 11:20;2.122862;2.347764;2.527793;1725.383;2.283719;19.37495;;1701.143;2101.36;96.285;13267;7382.511;6608.355;10.483;104;78.77393;105.2003;63.25869;32.69573;;34.01944;347.0707;286.3005;12.11201;0.7766079
21-12-2018 11:30;2.150679;2.311032;2.572263;1558.631;2.290101;19.42591;;1600.446;1936.558;96.245;13248;7368.077;6562.022;10.482;104;78.71387;105.7551;68.05348;32.73702;;34.02196;342.1012;280.3406;12.11201;0.7775998
21-12-2018 11:40;2.098702;2.276901;2.499385;1597.684;2.240455;19.74623;;1569.921;1943.735;95.298;13154;7342.575;6556.846;10.486;104;78.7439;105.3983;76.71064;33.11526;;33.7173;300.2921;264.2401;12.11201;0.7795834
21-12-2018 11:50;1.988687;2.181466;2.502038;1652.804;2.1593;20.07561;;1608.124;1993.06;95.497;13185;7355.705;6550.07;10.486;104;78.75141;105.7108;74.11451;33.25438;;33.85809;296.3314;268.4921;12.11201;0.7875181
21-12-2018 12:00;1.94535;2.182922;2.496117;1698.645;2.137945;20.0364;;1660.78;2058.645;95.726;13184;7352.969;6579.949;10.484;104;78.70636;105.0559;70.89263;33.65388;;34.17461;330.1607;284.3654;12.11201;0.7875181
21-12-2018 12:10;1.93413;2.21206;2.488567;1762.261;2.141066;19.79224;;1718.868;2130.25;95.746;13177;7361.47;6583.526;10.486;104;78.70636;105.4478;68.61568;33.96536;;34.44262;361.6187;297.055;12.11201;0.7875181
21-12-2018 12:20;1.901869;2.184019;2.449716;1813.422;2.113182;19.58552;;1783.847;2206.386;95.923;13224;7385.457;6612.647;10.486;104;78.75141;104.4123;63.5152;34.13298;;34.75516;396.1254;310.3327;12.11201;0.7805753
21-12-2018 12:30;1.83019;2.129768;2.456988;1845.42;2.058072;19.0064;;1781.766;2246.102;95.643;13170;7373.926;6609.828;10.486;104;78.78144;104.271;63.95414;33.97853;;35.10464;429.8503;332.7413;12.11201;0.7746242
21-12-2018 12:40;2.004161;2.21985;2.454282;1860.439;2.165448;19.3319;;1700.221;2261.012;95.835;13202;7375.778;6619.928;10.489;104;78.75141;105.1414;63.58145;34.04705;;35.01667;417.1664;318.6523;12.11201;0.7597467
21-12-2018 12:50;2.098208;2.126392;2.472014;1774.694;2.177755;19.53699;;1773.086;2191.806;96.28;13266;7408.224;6646.945;10.482;104;78.72889;104.1822;60.16111;34.3264;;34.91127;418.9938;318.076;12.11201;0.775616
21-12-2018 13:00;2.193134;2.03879;2.472327;1740.105;2.18335;19.56617;;1739.999;2140.952;95.695;13184;7367.656;6601.285;10.481;104;78.7439;104.9729;67.01373;35.5243;;34.47633;416.0366;299.9254;12.11201;0.7706569
21-12-2018 13:10;2.215963;2.052234;2.395394;1773.724;2.186164;19.99952;;1757.247;2160.197;95.917;13213;7378.261;6589.039;10.487;104;78.78144;104.9082;65.66817;36.02856;;34.32378;361.3825;294.8601;12.11201;0.7855344
21-12-2018 13:20;2.163728;2.117627;2.408362;1584.884;2.191043;20.66411;;1661.689;1983.932;96.6;13311;7392.948;6625.525;10.489;104;78.72889;104.7791;63.63518;35.36871;;34.29387;341.5848;283.5958;12.11201;0.7676814
21-12-2018 13:30;2.210656;1.996811;2.396793;1454.255;2.165496;25.61311;;1515.636;1798.439;95.628;13163;7335.715;6567.493;10.491;104;78.78144;105.948;79.14016;35.27961;;33.68728;129.0932;254.5826;53.30544;0.7775998
21-12-2018 13:40;2.154752;1.983037;2.400346;1506.619;2.133708;28.85026;;1499.992;1816.118;95.733;13189;7349.392;6552.806;10.48;104;78.72138;106.2492;78.97639;35.63999;;33.86669;83.80682;259.4059;79.98373;25.73518
21-12-2018 13:50;2.21817;2.135861;2.426347;1623.204;2.225514;29.03091;;1485.13;1704.683;94.603;13049;7323.932;6530.292;10.486;104;78.71387;106.3029;86.65237;35.74406;;33.14683;85.3138;228.289;79.98373;222.9658
21-12-2018 14:00;2.229921;2.119859;2.418131;1765.278;2.221229;28.73181;;1476.713;1879.345;96.021;13224;7352.885;6550.87;10.485;104;78.71387;106.0822;74.94054;35.47585;;33.45768;107.8361;238.5872;46.83747;197.5956
21-12-2018 14:10;2.338585;2.048369;2.424382;1543.351;2.22606;19.41549;;1422.922;1932.135;96.641;13315;7389.582;6597.582;10.483;104;78.72138;105.5555;63.16697;34.88386;;34.67978;293.7734;284.9427;12.44801;0.7656977
21-12-2018 14:20;2.371999;2.162788;2.390463;1466.464;2.265462;19.62098;;1432.187;1772.763;94.677;13041;7307.646;6528.861;10.493;104;78.7364;106.5446;84.7959;34.9781;;33.62156;240.2838;241.7512;12.44801;0.7766079
21-12-2018 14:30;2.242436;1.923204;2.368187;1657.125;2.101347;19.86911;;1577.777;1980.353;94.529;13032;7328.982;6544.305;10.485;104;78.72889;105.8912;79.35969;34.59396;;34.30205;254.6541;268.9652;12.44801;0.7766079
21-12-2018 14:40;2.084254;1.965579;2.366292;1720.33;2.071959;19.93595;;1679.097;2080.929;94.84;13067;7336.683;6563.705;10.48;104;78.67633;105.0428;75.42857;33.64732;;34.59611;306.5965;286.5445;12.44801;0.7736324
21-12-2018 14:50;2.096878;2.064017;2.356603;1790.433;2.12857;19.4866;;1751.18;2170.304;94.888;13069;7342.364;6556.888;10.483;104;78.7439;104.4514;71.33321;34.75043;;35.00701;357.9931;307.7361;12.44801;0.7766079
21-12-2018 15:00;2.043107;2.035007;2.392605;1840.664;2.10072;18.96548;;1808.231;2234.823;94.851;13037;7342.154;6595.646;10.485;104;78.75892;104.369;70.47112;34.34431;;35.06737;376.1007;316.0675;12.44801;0.7676814
21-12-2018 15:10;2.023965;2.040171;2.353076;1862.98;2.087464;18.84523;;1843.412;2268.263;94.811;13060;7356.841;6592.785;10.482;104;78.72889;103.6115;66.03454;34.0344;;35.07756;381.6068;319.5052;12.44801;0.775616
21-12-2018 15:20;2.061932;2.069556;2.396781;1864.12;2.122667;18.28975;;1850.156;2270.391;94.539;13024;7364.668;6645.009;10.49;104;78.70636;103.4797;64.56617;33.97234;;35.12742;390.6377;323.5152;12.44801;0.7875181
21-12-2018 15:30;2.03187;2.032531;2.406998;1875.418;2.09622;17.92875;;1802.469;2285.035;94.718;13055;7376.872;6655.74;10.489;104;78.75141;103.4183;62.64777;33.49393;;35.48468;371.9423;337.4237;12.44801;0.7696651
21-12-2018 15:40;1.977674;2.030956;2.379537;1856.429;2.075499;18.45337;;1837.308;2276.031;94.752;13051;7383.984;6657.171;10.486;104;78.78896;103.4842;60.24723;34.30898;;35.54798;372.2701;347.6724;12.44801;0.7855344
21-12-2018 15:50;2.074033;1.988286;2.427787;1810.726;2.084414;19.99537;;1811.508;2233.458;94.548;13038;7374.979;6675.562;10.485;104;78.72889;103.545;62.94105;34.32057;;35.35229;369.9538;339.6841;12.44801;0.7855344
21-12-2018 16:00;1.968433;2.107764;2.408625;1857.176;2.120959;19.56717;;1740.133;2281.3;94.839;13073;7372.412;6630.491;10.481;104;78.7439;103.1476;61.82212;34.41828;;35.75847;368.174;340.4965;12.44801;0.7954528
21-12-2018 16:10;1.970699;2.106133;2.420218;1851.536;2.122324;20.06289;;1774.661;2294.658;94.902;13057;7385.667;6682.505;10.478;104;78.7439;103.1977;59.60615;34.79419;;36.07845;382.8885;359.0478;12.44801;0.7904936
21-12-2018 16:20;2.033943;2.033245;2.434386;1810.135;2.099324;19.9911;;1834.409;2246.23;94.845;13064;7369.003;6647.871;10.489;104;78.75141;103.4797;60.6779;34.32777;;35.28973;371.3161;346.1707;12.44801;0.7934691
21-12-2018 16:30;2.067257;2.077016;2.391349;1799.286;2.128702;19.11269;;1770.73;2221.195;94.495;13035;7365.805;6634.489;10.483;104;78.70637;103.8679;60.86171;34.91649;;35.26358;365.1124;325.611;12.44801;0.7855344
21-12-2018 16:40;2.054942;2.072579;2.390809;1780.073;2.122513;18.34551;;1622.083;2182.124;94.991;13097;7361.091;6626.746;10.486;104;78.70636;103.9536;61.26612;35.18721;;35.3061;369.8091;318.6007;12.44801;0.7954528
21-12-2018 16:50;2.072721;2.091412;2.411199;1778.782;2.139384;17.7172;;1572.863;2194.813;95.521;13141;7338.282;6575.699;10.476;104;78.70636;104.8081;63.86761;34.8734;;35.75637;379.0854;327.1513;12.44801;0.8033875
21-12-2018 17:00;2.046537;2.090447;2.490273;1767.086;2.146008;17.26207;;1585.547;2188.336;95.485;13157;7333.653;6599.055;10.481;104;78.70636;104.9909;63.09965;33.64532;;35.43533;394.0618;319.6937;12.44801;0.7984283
21-12-2018 17:10;2.138219;2.097345;2.472149;1769.97;2.168778;17.4615;;1618.238;2187.901;95.718;13191;7346.657;6597.876;10.488;104;78.75892;104.5557;61.12921;33.51305;;35.37602;395.8892;319.0034;12.44801;0.8014038
21-12-2018 17:20;2.06085;2.153018;2.531353;1765.8;2.193839;17.30644;;1627.43;2177.317;95.423;13141;7344.637;6589.839;10.489;104;78.69885;104.5905;61.76363;33.43914;;35.4451;371.6036;321.7111;12.44801;0.7904936
21-12-2018 17:30;2.083642;2.189149;2.473757;1772.84;2.210282;17.31456;;1623.713;2175.738;95.162;13121;7332.433;6567.956;10.481;104;78.70636;105.1063;63.10997;33.49183;;35.40163;361.7762;319.5469;12.44801;0.8014038
21-12-2018 17:40;2.047122;2.154312;2.452645;1775.912;2.17529;17.5249;;1581.659;2177.574;94.89;13110;7339.082;6592.953;10.48;104;78.72138;104.8396;66.04914;33.54005;;35.46106;360.5695;318.6979;12.44801;0.7974365
21-12-2018 17:50;2.001007;2.043187;2.478125;1767.43;2.105867;17.65675;;1523.308;2165.333;95.053;13113;7334.747;6570.733;10.488;104;78.72889;104.918;67.4364;34.05402;;35.22736;346.9224;313.2626;12.44801;0.7994201
21-12-2018 18:00;2.092707;2.113272;2.410223;1774.507;2.15698;17.73861;;1577.655;2177.404;95.09;13117;7349.771;6578.098;10.479;104;78.71387;104.9793;66.18619;34.59092;;35.42715;349.9364;314.9081;12.44801;0.8053712
21-12-2018 18:10;2.127592;2.079197;2.411452;1769.192;2.146867;18.14358;;1651.093;2172.538;95.005;13125;7345.731;6594.383;10.492;104;78.77393;105.0193;66.25751;34.98895;;35.12931;302.4509;318.5421;17.0288;0.7994201
21-12-2018 18:20;2.121652;2.08127;2.347233;1791.847;2.136726;17.36469;;1668.953;2194.594;95.16;13123;7333.527;6566.314;10.484;104;78.81148;104.4443;66.65932;35.22783;;35.16354;392.0201;316.6378;18.992;0.8053712
21-12-2018 18:30;1.955587;2.080706;2.357803;1819.217;2.0925;17.22175;;1738.082;2220.581;95.005;13089;7350.444;6604.525;10.49;104;78.72138;104.5634;64.98345;35.16943;;35.12553;387.2538;321.1765;18.992;0.7994201
21-12-2018 18:40;2.104062;2.024695;2.351797;1843.149;2.099841;17.41438;;1756.35;2244.816;94.986;13109;7352.969;6580.833;10.484;104;78.69885;104.6448;64.74079;35.18784;;35.13845;335.491;321.113;18.65601;0.8033875
21-12-2018 18:50;2.032398;2.0819;2.336622;1849.151;2.110326;16.08687;;1664.356;2262.888;94.953;13078;7338.577;6596.53;10.482;104;78.7364;104.1883;64.24696;35.15382;;35.71249;443.6457;336.4974;18.15201;0.8014038
21-12-2018 19:00;2.091805;2.103019;2.351788;1860.307;2.139883;15.63154;;1675.422;2275.175;94.894;13069;7336.725;6576.414;10.486;104;78.72889;104.473;64.23544;35.11628;;35.6918;457.0529;328.0489;18.15201;0.8093385
21-12-2018 19:10;1.965237;2.083678;2.349793;1893.729;2.097842;15.70794;;1699.751;2306.61;94.987;13091;7342.406;6569.176;10.487;104;78.70636;104.0336;62.49343;35.15124;;35.82912;439.6887;334.9511;18.15201;0.8093385
21-12-2018 19:20;2.01343;2.089514;2.374444;1902.861;2.118876;15.49198;;1685.896;2311.096;94.733;13054;7339.797;6620.18;10.485;104;78.71387;104.1053;63.60739;34.68242;;35.71459;445.2753;336.6273;18.15201;0.8073548
21-12-2018 19:30;1.889966;2.112646;2.35211;1891.554;2.099899;15.59537;;1680.293;2309.641;94.683;13038;7338.872;6574.815;10.479;104;78.69885;104.6738;62.69886;34.29153;;35.68729;445.4438;337.6568;18.15201;0.8093385
21-12-2018 19:40;2.017969;2.131891;2.359632;1901.666;2.139157;15.39623;;1704.042;2315.583;94.566;13018;7332.138;6626.156;10.481;104;78.67633;104.5048;63.22311;33.99538;;35.62304;448.1538;336.6878;18.15201;0.8053712
21-12-2018 19:50;2.006843;2.070416;2.340227;1892.227;2.098646;15.72798;;1702.297;2316.896;94.632;13037;7343.29;6625.861;10.481;104;78.65381;104.1428;62.2372;34.04633;;35.66756;438.7567;339.4729;18.15201;0.8133059
21-12-2018 20:00;1.995993;2.009819;2.339394;1871.705;2.060648;16.40482;;1718.874;2295.775;94.562;13035;7353.306;6631.333;10.484;104;78.72138;103.9042;60.17725;34.16;;35.45423;429.1417;334.48;18.15201;0.8113222
21-12-2018 20:10;1.980065;2.047407;2.328521;1837.665;2.079154;16.77313;;1692.696;2264.34;94.579;13039;7339.418;6624.515;10.485;104;78.72138;104.0821;62.273;34.37633;;35.41854;418.9846;330.1893;18.15201;0.8093385
21-12-2018 20:20;1.97005;2.079428;2.325385;1877.757;2.092983;16.60474;;1715.181;2293.44;94.741;13060;7346.152;6607.513;10.481;104;78.69885;103.5038;60.92538;34.33591;;35.25204;409.4795;332.7899;18.15201;0.8133059
21-12-2018 20:30;2.037997;2.054202;2.325377;1866.006;2.094391;17.30206;;1716.622;2292.195;95.048;13085;7358.146;6604.231;10.484;104;78.70637;103.3259;59.09817;34.32551;;35.59165;410.1973;343.345;18.15201;0.8113222
21-12-2018 20:40;2.190703;2.028155;2.294002;1861.392;2.115237;17.70075;;1721.45;2294.424;94.864;13069;7364.079;6659.402;10.484;104;78.67633;104.3763;58.18615;34.33826;;35.51701;414.9893;342.3353;18.15201;0.8093385
21-12-2018 20:50;2.073441;1.991702;2.312041;1850.304;2.066543;17.5882;;1647.358;2287.393;95.139;13110;7358.145;6612.689;10.489;104;78.72889;104.0793;57.41859;34.49295;;35.90492;421.2607;351.0635;18.15201;0.8113222
21-12-2018 21:00;2.111938;2.016963;2.35381;1828.089;2.097796;16.65582;;1643.085;2289.883;94.644;13028;7348.55;6652.542;10.487;104;78.75141;103.7192;58.35952;34.24482;;35.94397;441.2451;350.0598;18.15201;0.8133059
21-12-2018 21:10;1.90742;1.967243;2.379704;1771.586;2.022787;16.18336;;1540.954;2187.658;94.378;13009;7317.704;6585.967;10.473;104;78.7364;104.4715;66.8076;34.04761;;35.3272;430.2367;324.0131;18.15201;0.8133059
21-12-2018 21:20;1.988361;2.007326;2.377679;1843.456;2.065035;15.80661;;1569.72;2267.237;94.659;13050;7323.89;6567.072;10.481;104;78.70637;104.5435;63.10278;34.07647;;35.66986;447.3024;332.7681;18.15201;0.8133059
21-12-2018 21:30;1.90548;1.989211;2.441545;1802.902;2.040009;15.21453;;1551.733;2247.05;95.034;13084;7343.375;6599.518;10.486;104;78.72138;104.9058;61.04562;33.76507;;36.06239;468.228;343.0009;18.15201;0.8113222
21-12-2018 21:40;1.997049;2.043404;2.43845;1841.886;2.092991;15.14045;;1553.838;2267.141;94.692;13069;7327.13;6559.16;10.479;104;78.72138;104.6641;64.68676;34.25195;;36.17368;473.9574;339.2914;18.15201;0.8113222
21-12-2018 21:50;1.939505;2.064271;2.38219;1862.975;2.082951;14.89215;;1588.379;2309.279;94.813;13069;7338.493;6588.534;10.48;104;78.72137;104.7144;60.15755;33.29538;;36.53114;474.1515;352.5235;18.15201;0.8133059
21-12-2018 22:00;1.82191;2.03738;2.373705;1855.033;2.033429;14.80652;;1573.462;2283.621;94.626;13044;7320.481;6566.735;10.487;104;78.72137;104.723;63.02158;33.88026;;36.09746;464.3699;339.6653;18.15201;0.8133059
21-12-2018 22:10;1.847041;2.017009;2.410476;1870.488;2.035335;14.83083;;1575.732;2311.389;95.103;13083;7322.249;6567.619;10.479;104;78.72889;104.4956;60.75812;33.84384;;36.33346;477.0849;354.6152;18.15201;0.8113222
21-12-2018 22:20;1.885932;1.979019;2.388535;1876.242;2.02149;14.83855;;1597.034;2325.255;94.74;13057;7327.635;6582.769;10.485;104;78.7439;104.8078;60.55976;33.35217;;36.30941;483.23;350.4247;18.15201;0.8133059
21-12-2018 22:30;1.932152;2.003683;2.400963;1873.06;2.047717;14.89881;;1577.191;2308.061;94.709;13036;7317.283;6586.262;10.483;104;78.75892;104.5234;61.06851;33.29963;;36.18617;472.4248;346.5407;18.15201;0.8093385
21-12-2018 22:40;1.889195;1.999677;2.386379;1881.863;2.029002;14.85203;;1596.893;2325.589;94.773;13052;7323.637;6585.125;10.48;104;78.7439;104.5011;59.37944;33.33167;;36.29105;471.4965;346.6855;18.15201;0.8133059
21-12-2018 22:50;1.802106;2.07804;2.367249;1837.121;2.051127;14.81195;;1579.187;2279.556;94.429;12999;7317.83;6583.147;10.484;104;78.69885;104.5832;63.18311;33.28157;;35.80981;455.3427;337.2928;18.15201;0.8133059
21-12-2018 23:00;1.690653;2.052583;2.386849;1844.179;2.011436;15.78416;;1559.521;2261.625;94.757;13052;7319.177;6568.629;10.496;104;78.7439;104.828;61.36882;33.45599;;35.76603;403.8343;328.4;18.15201;0.8133059
21-12-2018 23:10;1.71721;2.030411;2.417529;1782.829;2.010955;15.37607;;1544.878;2223.246;94.708;13050;7327.004;6584.578;10.49;104;78.75892;104.5566;60.72859;33.66015;;35.80393;432.5988;336.7493;18.15201;0.8133059
21-12-2018 23:20;1.790672;2.052908;2.424863;1800.774;2.0437;15.6207;;1533.66;2222.083;95.052;13091;7322.754;6575.236;10.49;104;78.72889;104.7648;61.4303;33.91708;;35.71669;409.7743;329.7747;18.15201;0.8133059
21-12-2018 23:30;1.772816;2.045717;2.446634;1817.276;2.037334;15.59779;;1548.217;2245.544;94.866;13079;7335.294;6584.242;10.484;104;78.66882;104.6921;61.04052;33.61823;;36.06544;431.4928;336.7304;18.15201;0.8133059
21-12-2018 23:40;1.767664;2.058726;2.43369;1816.69;2.041912;15.66836;;1550.744;2254.9;94.998;13091;7328.898;6585.209;10.485;104;78.7439;104.5319;60.62788;33.38901;;35.92277;433.9611;337.7848;18.15201;0.8133059
21-12-2018 23:50;1.732507;2.093466;2.46279;1840.627;2.057696;15.70893;;1541.845;2273.82;94.984;13088;7336.641;6603.432;10.482;104;78.77393;104.7999;61.14009;33.2381;;36.43634;448.5548;345.3247;18.15201;0.8133059
22-12-2018 00:00;1.818785;2.110274;2.431617;1792.818;2.083879;15.41646;;1553.222;2242.582;95.15;13102;7332.054;6590.512;10.489;104;78.75141;105.1356;60.27669;33.32759;;36.4586;463.5331;348.1138;18.15201;0.8133059
