,SAG Power,SAG Specific Energy,SAG Fresh Feed,SAG Feed F80,SAG Feed F80 Mixed,SAG Feed F80 diff,R/F ratio,SAG Feed Density,SAG Feed Water,SAG Total Feed Rate,SAG Main Bearing Pressure,SAG Microphone Sensor,SAG Charge Softsensor,SAG Screen Motor Currency,SAG Recycling load,Crusher Feed F80,Crusher Power,Crusher Feed Rate,Crusher Wasted,Crusher Product P80,Crusher Specific Energy
2444,13046.0,11.078558751348092,1176.59,56.5099708,48.04979607427225,8.460174725727747,0.21751842188017922,0.5525974804992712,1158.819,1432.52,6875.266,103.1269,27.73504,32.791779999999996,255.93000000000006,36.81365,184.4999,188.5144,0.8133059,17.61591,0.28910205268138667
2445,12897.0,10.482366022081488,1229.3519999999999,55.690388999999996,47.0018544930142,8.688534506985796,0.22597921506614888,0.5527681686281068,1218.4080000000001,1507.16,6871.7935,102.9917,33.96347,33.314170000000004,277.8080000000002,36.41205,217.3037,213.7745,0.8133059,17.24201,0.40839155278108474
2446,13037.0,10.254486190226736,1270.346,54.9682924,46.36432938225208,8.603963017747922,0.22715071327024286,0.553446486059692,1256.818,1558.906,6870.5735,102.7952,33.704190000000004,33.4118,288.55999999999995,36.424440000000004,229.81,219.1036,0.8133059,17.09052,0.45553792817644256
2447,13071.0,10.291866661627424,1269.032,54.357143,44.420232889740376,9.936910110259625,0.26585696814579923,0.5516611514734425,1304.5430000000001,1606.4129999999998,6908.953,101.912,33.76576,34.56734,337.38099999999986,36.35464,309.1655,270.6206,0.8162814,16.98024,0.662054182128042
2448,12956.0,10.593856119472793,1221.973,54.4853368,42.88846869454268,11.596868105457318,0.3044052528165515,0.5518025908565335,1293.672,1593.9479999999999,6920.4835,102.464,38.43179,35.11829,371.9749999999999,36.4143,375.1266,301.1136,0.8162814,16.38853,0.8140668505175455
2449,12914.0,10.560420257950982,1221.868,54.4558474,42.86238459719822,11.593462802801781,0.30370465549470155,0.552109443452414,1291.261,1592.955,6802.6725,103.584,33.0588,34.788959999999996,371.087,35.99613,372.0174,271.4418,0.8133059,16.28237,0.8915995988827071
2450,12309.0,9.98787725354067,1231.394,54.42356399999999,43.415440454346864,11.008123545653127,0.28694633886473364,0.5509062428518091,1290.864,1584.7379999999998,6638.571,106.1692,53.701640000000005,33.95929,353.3439999999998,35.143209999999996,341.8723,238.8471,0.8133059,16.06056,0.8870624763708664
2451,12193.0,8.610255475947353,1415.102,56.1367432,48.58999911293433,7.546744087065669,0.1913565241233494,0.5542767716386579,1354.714,1685.891,6683.452,105.3059,38.91793,33.19376,270.789,35.22163,198.4857,201.7782,0.8133059,16.698610000000002,0.33941079858973866
2452,12583.0,9.315565426614844,1349.75,57.0149228,47.62884369694476,9.386079103055238,0.23398481200222274,0.5496886825393579,1363.455,1665.5710000000001,6722.4415,104.7498,21.101860000000002,33.5486,315.82100000000014,36.0388,232.5786,222.33599999999998,0.8133059,16.90087,0.4613674798503166
2453,12338.0,9.640945497167415,1278.75,57.54766240000001,47.607758569075735,9.939903830924273,0.24455992179863148,0.550769511887454,1297.078,1591.481,6684.5465,105.4533,37.91169,33.661770000000004,312.731,35.91345,246.5901,222.1128,0.8133059,16.90362,0.5249139176130327
